Estado / Canal,Ciudad,coordenadas,Tienda,dic-22,nov-22,oct-22,sep-22,ago-22,jul-22,jun-22,may-22,abr-22,mar-22,feb-22,ene-22
ESTADO DE MEXICO         ,IXTAPAN DE LA S,"18.8442381,-100.6467517,9",576,7545000,7847000,6874000,6127000,7124000,7302000,6237000,6932000,5955000,6200000,5657000,7139000
TAMAULIPAS               ,REYNOSA        ,"26.055876,-98.3654598,19",577,5818000,3549000,3169000,3589000,4495000,3954000,3551000,4022000,3595000,3566000,3247000,3059000
TABASCO                  ,VILLAHERMOSA   ,"17.9970598,-92.9223394,19",578,1656000,1368000,1330000,1279000,1335000,1225000,1180000,1364000,1123000,1194000,1029000,959000
VERACRUZ                 ,ACAYUCAN       ,"17.9519593,-94.9529965,13.5",579,4971000,3698000,3376000,3379000,3738000,3363000,3274000,3146000,2803000,3331000,2770000,2997000
VERACRUZ                 ,COATZACOALCOS  ,"18.1370821,-94.489017,13",580,10202000,4215000,3540000,3617000,4473000,4451000,3744000,3928000,3543000,3676000,897000,0
VERACRUZ                 ,XALAPA         ,"19.5382855,-96.9685548,13.5",581,2758000,1708000,1616000,1578000,1855000,1860000,1679000,1647000,1430000,1627000,1546000,1864000
VERACRUZ                 ,XALAPA         ,"19.5382855,-96.9685548,13.5",582,2942000,2618000,2295000,2341000,2510000,2244000,1939000,2525000,2027000,2222000,1714000,2067000
VERACRUZ                 ,MARTINEZ DE LA ,"20.0597861,-97.0864168,14",583,3752000,3019000,2760000,2570000,2593000,2936000,2759000,2670000,2486000,2575000,2600000,2630000
VERACRUZ                 ,MINATITLAN     ,"17.9995625,-94.6178537,13",584,5601000,3248000,2361000,2545000,3489000,2896000,2591000,2828000,2620000,2555000,2447000,2387000
VERACRUZ                 ,ORIZABA        ,"18.8481242,-97.1197677,14.75",585,7112000,5808000,5174000,5222000,6111000,5225000,4600000,5201000,4826000,4975000,4111000,4747000
VERACRUZ                 ,POZA RICA      ,"20.5357943,-97.4830891,14.25",586,2681000,2416000,2140000,2067000,2404000,2361000,1829000,1981000,1865000,2019000,1864000,1852000
VERACRUZ                 ,SN ANDRES TUXTL,"18.4467337,-95.2263928,14.75",587,2716000,2523000,1946000,1853000,2091000,1564000,1651000,1616000,1407000,1616000,1169000,1393000
ESTADO DE MEXICO         ,TECAMAC        ,"19.5834813,-99.1225943,12",588,2750000,1897000,1624000,1557000,1877000,1702000,1549000,1816000,1414000,1511000,1275000,1749000
VERACRUZ                 ,VERACRUZ       ,"19.1869296,-96.1484968,14.5",589,3730000,1905000,1793000,1669000,2321000,1805000,1685000,1849000,1667000,1651000,1292000,1211000
ESTADO DE MEXICO         ,CHIMALHUACAN   ,"19.3575102,-99.0751305,12",590,2015000,1279000,1760000,1482000,1729000,1516000,1210000,1505000,1202000,1542000,1132000,1304000
YUCATAN                  ,MERIDA         ,"20.9662879,-89.624725,18",591,6892000,3904000,4119000,3530000,4393000,3635000,3178000,3737000,3180000,3409000,2883000,2436000
JALISCO                  ,GUADALAJARA    ,"20.7280019,-103.4398403,13",592,4298000,3187000,2964000,3180000,3298000,2555000,2899000,2845000,2687000,2881000,2444000,2335000
TAMAULIPAS               ,MATAMOROS      ,"25.8518536,-97.5043464,21",593,1924000,1106000,979000,933000,1395000,1165000,1206000,1133000,963000,891000,984000,680000
BAJA CALIFORNIA SUR      ,LA PAZ         ,"24.1541178,-110.3343941,14.75",594,4511000,2099000,1603000,1460000,2204000,1640000,1660000,2383000,1781000,1988000,1548000,1118000
VERACRUZ                 ,BANDERILLA     ,"19.5450346,-96.9686761,13.5",595,6670000,5199000,4224000,4023000,4439000,4420000,4146000,4590000,1601000,1717000,1548000,2069000
SONORA                   ,CD OBREGON     ,"27.4931496,-109.9653876,15",596,6073000,4427000,4950000,4176000,5104000,4007000,3847000,4545000,3504000,4127000,3376000,3208000
OAXACA                   ,SAN MIGUEL SO  ,"17.0547387,-96.7276536,19",597,3557000,3255000,2332000,2296000,2730000,2773000,2064000,2602000,2219000,2715000,2168000,2225000
CHIHUAHUA                ,CD JUAREZ      ,"31.7160113,-106.5862226,12",598,1697000,1057000,1157000,925000,1138000,1040000,1108000,1305000,1138000,1115000,855000,691000
CHIHUAHUA                ,CD JUAREZ      ,"31.7390805,-106.6298246,12",599,5737000,3742000,3022000,2751000,3158000,2887000,2586000,3450000,3015000,2627000,2178000,2231000
ZACATECAS                ,SOMBRERETE     ,"23.6342911,-103.6503448,15.75",600,2852000,2262000,2001000,2150000,2408000,2382000,2196000,2438000,2094000,2441000,2355000,2237000
GUANAJUATO               ,VALLE D SANTIAG,"20.3816318,-101.2990171,11.75",601,1962000,1658000,1720000,1430000,1707000,1573000,1474000,1785000,1412000,1545000,1631000,1973000
CHIHUAHUA                ,DELICIAS       ,"28.1886405,-105.484438,15",602,2516000,1466000,1278000,1484000,1862000,1518000,1377000,1434000,1406000,1388000,1088000,960000
CHIHUAHUA                ,PARRAL         ,"26.9350531,-105.6762914,15",603,2208000,1074000,921000,977000,1279000,1160000,1190000,1174000,1320000,1183000,846000,671000
DURANGO                  ,DURANGO        ,"24.0235873,-104.6691758,19.5",604,3397000,1709000,1414000,1522000,1915000,1629000,1611000,1636000,1647000,1744000,1279000,942000
SINALOA                  ,CULIACAN       ,"24.8006251,-107.4013259,16.25",605,893000,0,0,1516000,1786000,1573000,1475000,1764000,1410000,1368000,1275000,870000
SINALOA                  ,CULIACAN       ,"24.8083677,-107.397345,18.75",606,2872000,2208000,2009000,1325000,1605000,1138000,1235000,1348000,1277000,1242000,1041000,851000
SINALOA                  ,GUASAVE        ,"25.5664747,-108.4718045,17.79",607,2913000,2030000,1504000,1832000,1778000,1500000,1625000,1798000,1895000,1975000,1570000,1321000
BAJA CALIFORNIA NORTE    ,MEXICALI       ,"32.6477224,-115.5688548,14",608,4101000,2768000,2486000,2327000,2753000,2022000,1942000,2194000,2144000,2569000,2286000,2538000
SONORA                   ,CD OBREGON     ,"27.4897516,-109.9394934,16.5",609,3029000,1434000,1065000,1142000,1551000,1037000,1129000,1242000,1305000,1229000,963000,787000
SONORA                   ,GUAYMAS        ,"27.9244123,-110.8973275,16.5",610,3422000,1560000,1434000,1078000,1346000,1178000,1090000,1288000,1137000,1182000,1026000,909000
SONORA                   ,HERMOSILLO     ,"29.0809226,-110.961262,16",611,3259000,1387000,1124000,900000,1646000,1275000,1100000,1230000,1093000,1093000,717000,581000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.5292211,-117.0029767,14",612,2334000,1837000,2053000,1735000,1940000,1959000,1872000,1907000,1631000,1873000,1671000,1465000
COAHUILA                 ,PIEDRAS NEGRAS ,"28.7031543,-100.5148832,19.75",613,1996000,1091000,1144000,882000,1221000,1088000,1090000,1314000,1143000,1267000,752000,890000
JALISCO                  ,JOCOTEPEC      ,"20.2949116,-103.6055067,11.75",614,6315000,4917000,4279000,4364000,5000000,4265000,4179000,4318000,3348000,3547000,3248000,3390000
COAHUILA                 ,SALTILLO       ,"25.4240807,-101.0039213,18.25",615,6575000,3757000,2944000,3058000,3924000,3459000,3135000,3676000,2938000,2840000,2369000,1985000
NUEVO LEON               ,GUADALUPE      ,"25.6769393,-100.2633248,15.83",616,1836000,1408000,1036000,1038000,1144000,1123000,1085000,1081000,1004000,1094000,812000,676000
JALISCO                  ,ZACOALCO DE TO ,"20.2299861,-103.677399,12",617,6880000,5271000,4323000,4172000,4782000,4532000,4014000,4156000,3978000,3490000,3619000,3495000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.5218847,-116.9710171,14",618,2475000,1592000,1460000,1690000,1803000,1742000,1726000,1721000,1630000,1731000,1452000,1332000
MICHOACAN                ,MORELIA        ,"19.6836306,-101.2475639,13",619,11431000,10195000,7562000,7730000,8294000,8023000,7528000,8372000,7161000,6963000,6733000,8625000
OAXACA                   ,TUXTEPEC OAXACA,"18.0836222,-96.1258066,19",620,6770000,5111000,5512000,5105000,4979000,4860000,3904000,4580000,3985000,4541000,3898000,3755000
NUEVO LEON               ,MONTERREY      ,"25.6915399,-100.3477465,14.5",621,3064000,1609000,1488000,1534000,1669000,1583000,1373000,1602000,1220000,1270000,968000,1008000
NAYARIT                  ,TEPIC          ,"21.5029692,-104.8968333,19.09",622,3637000,2255000,2155000,2049000,2816000,2403000,2201000,2376000,2284000,2255000,1827000,1570000
SAN LUIS POTOSI          ,CD VALLES      ,"21.9842363,-99.0255378,15.75",623,9700000,6614000,6955000,6810000,7333000,6988000,6619000,6236000,5376000,5938000,5346000,5476000
TAMAULIPAS               ,CD MADERO      ,"22.2481699,-97.8384925,21",624,3096000,2694000,2899000,2743000,3392000,3081000,2754000,2812000,2929000,3127000,2336000,1820000
TAMAULIPAS               ,CD MANTE       ,"22.74424,-98.9753453,21",625,8005000,6114000,5280000,4602000,7043000,5310000,5478000,5150000,5372000,5219000,4476000,4112000
GUANAJUATO               ,SALAMANCA      ,"20.571549,-101.2341955,14",626,4184000,3089000,2951000,2629000,3052000,2773000,2658000,2913000,2561000,2715000,2392000,2443000
TAMAULIPAS               ,MATAMOROS      ,"25.8811228,-97.5061561,21",627,2284000,1341000,1247000,1211000,1426000,1265000,1302000,1213000,1299000,1451000,1344000,1033000
TAMAULIPAS               ,REYNOSA        ,"26.0865602,-98.2895601,19",628,4130000,2328000,2161000,2233000,2580000,2105000,2351000,2391000,2164000,1921000,1921000,1725000
TAMAULIPAS               ,TAMPICO        ,"22.2160412,-97.8571576,21",629,7204000,4667000,4332000,4206000,5420000,4697000,4049000,4477000,4378000,4032000,3377000,2669000
DISTRITO FEDERAL         ,GUSTAVO A MADER,"19.4808177,-99.1247035,13.75",630,5814000,4625000,4426000,4468000,4925000,4329000,3792000,4922000,4324000,3992000,3561000,4103000
TAMAULIPAS               ,TAMPICO        ,"22.2981514,-97.8762898,21",631,1428000,870000,837000,824000,1026000,903000,961000,1043000,713000,942000,946000,848000
BAJA CALIFORNIA NORTE    ,ENSENADA       ,"31.8660342,-116.6408855,15",632,2308000,1634000,1639000,1567000,1896000,1724000,1504000,1602000,1318000,1567000,1325000,966000
ESTADO DE MEXICO         ,AMECAMECA      ,"19.1292063,-98.771897,17",633,3955000,3793000,3384000,3027000,3693000,3216000,2946000,3261000,3113000,3093000,3031000,3242000
VERACRUZ                 ,VERACRUZ       ,"19.153826,-96.1722688,13.75",634,1710000,1378000,984000,982000,1272000,1135000,1114000,1055000,1019000,1125000,945000,943000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.5007634,-117.0003873,14",635,5993000,4313000,4345000,3994000,4897000,4720000,4217000,4438000,4225000,4228000,3495000,3345000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.5032563,-116.9899128,15",636,2689000,1960000,2168000,2430000,2633000,2231000,2280000,2113000,2259000,1997000,1799000,1502000
GUANAJUATO               ,CORTAZAR       ,"20.4873735,-100.9995286,13",637,3645000,2359000,2382000,2446000,2935000,2651000,2458000,3139000,2428000,2320000,1976000,2867000
TABASCO                  ,VILLAHERMOSA   ,"17.9896145,-92.919338,19",638,3637000,1772000,1549000,1317000,1759000,1490000,1453000,1377000,1242000,1526000,1321000,1234000
TLAXCALA                 ,SANTA ANA CHIAU,"19.3153156,-98.1957367,18.54",639,1548000,1353000,1178000,1229000,1399000,1124000,930000,1179000,1153000,992000,1143000,1284000
SINALOA                  ,NAVOLATO       ,"24.7669777,-107.7003346,18",640,3126000,1970000,1871000,2080000,2310000,1911000,2011000,2475000,2436000,2461000,2140000,2159000
TABASCO                  ,MACUSPANA      ,"17.7572266,-92.5950421,19.25",641,3558000,2072000,1751000,1768000,2288000,2020000,1983000,1915000,1930000,2152000,2071000,1691000
PUEBLA                   ,PUEBLA         ,"18.986141,-98.2487062,13.46",642,2183000,1655000,1806000,1719000,1986000,1774000,1756000,1805000,1717000,1712000,1493000,1588000
CHIAPAS                  ,SN CRISTOBAL DE,"16.7428303,-92.6379864,19",643,10506000,7910000,7041000,6340000,7204000,7556000,6521000,6553000,6426000,6626000,5586000,5841000
NUEVO LEON               ,SN NICOLAS DE L,"25.6968235,-100.3451745,13",644,1643000,1115000,1237000,1061000,1113000,938000,1007000,1333000,1093000,1021000,811000,810000
ESTADO DE MEXICO         ,IXTAPALUCA     ,"19.2951065,-98.8954674,14.75",645,3812000,2274000,2146000,2188000,2882000,2189000,1939000,2502000,2179000,2057000,1909000,2249000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.4982185,-116.9736334.16",646,3134000,2280000,2244000,2257000,2583000,2359000,2261000,2493000,2148000,2355000,1880000,1601000
SONORA                   ,NACOZARI       ,"30.0782487,-112.1705964,8",647,4476000,2587000,3169000,2670000,3067000,2803000,2515000,3365000,2373000,2444000,2109000,1912000
JALISCO                  ,TEQUILA        ,"20.8832023,-103.8494262,15",648,4621000,3286000,3307000,3041000,3581000,3076000,2770000,3123000,2546000,2553000,2345000,2455000
OAXACA                   ,OCOTLAN DE MORE,"16.7917996,-96.6730471,20.04",649,22350000,16609000,15735000,14882000,16911000,16295000,13919000,16806000,15027000,14290000,13697000,16109000
GUANAJUATO               ,ACAMBARO       ,"20.0200789,-100.7629153,14",650,2328000,1670000,1499000,1647000,1775000,1689000,1655000,1833000,1465000,1660000,1394000,1969000
NUEVO LEON               ,SN NICOLAS DE L,"25.7444334,-100.3841937,13",651,3184000,1844000,1965000,1641000,2166000,2094000,2030000,2054000,1734000,1935000,1504000,1242000
GUERRERO                 ,ZUMPANGO DEL RI,"17.6531685,-99.5264838,21",652,4702000,3533000,2920000,3070000,3459000,3189000,2707000,2840000,2589000,2696000,2350000,2499000
COAHUILA                 ,SALTILLO       ,"25.4451335,-100.9635591,17.5",653,2200000,1014000,984000,1071000,1354000,1125000,1183000,1348000,956000,883000,773000,718000
SONORA                   ,SAN LUIS RIO CO,"32.4836465,-114.8431866,13",654,5485000,4493000,4470000,4233000,4637000,4783000,3894000,4140000,3764000,3787000,3848000,3455000
GUANAJUATO               ,PENJAMO        ,"20.4297877,-101.7449359,14",655,2435000,1973000,1932000,1452000,1873000,1833000,1556000,2214000,1688000,1903000,1405000,1919000
SINALOA                  ,MAZATLAN       ,"23.2295939,-106.4061578,20.79",656,16181000,10141000,8764000,7299000,9085000,8455000,7236000,8983000,7940000,7752000,6716000,6650000
TLAXCALA                 ,APIZACO        ,"19.4139892,-98.1433993,18.04",657,7497000,6482000,6227000,6294000,6656000,6204000,5086000,5926000,5915000,5784000,5387000,5790000
GUANAJUATO               ,IRAPUATO       ,"20.6670358,-101.3767196,13.5",658,2804000,2013000,1922000,2180000,2346000,1998000,2119000,2326000,2210000,2064000,1850000,2150000
VERACRUZ                 ,MARTINEZ DE LA ,"20.0597861,-97.0864168,14",659,3755000,3083000,2762000,2588000,2567000,3318000,3180000,3033000,2653000,2656000,2190000,2210000
BAJA CALIFORNIA SUR      ,LORETO         ,"26.0116748,-111.3828506,14",660,2884000,1863000,1741000,1393000,1799000,1657000,1455000,1704000,1798000,1913000,1416000,1237000
COLIMA                   ,MANZANILLO COL.,"19.0954541,-104.3033174,21",661,9907000,-42000,-73000,6929000,13301000,12341000,11845000,13121000,10560000,10965000,10503000,10476000
ESTADO DE MEXICO         ,TECAMAC        ,"19.6784646,-99.0592234,13",662,2001000,1593000,1568000,1597000,1703000,1634000,1234000,1390000,1318000,1382000,1278000,1603000
JALISCO                  ,TONALA         ,"20.6227734,-103.2807307,14",663,8652000,5894000,5462000,5970000,6473000,5727000,5304000,5227000,5048000,5038000,4403000,4332000
ESTADO DE MEXICO         ,TEXCOCO        ,"19.5096847,-98.9088483,14.25",664,6487000,5937000,5407000,4952000,6167000,5130000,5322000,5855000,5293000,5230000,4314000,5218000
HIDALGO                  ,TULA           ,"20.0538804,-99.3437997,21",665,5321000,3970000,4612000,4291000,4382000,4376000,3786000,4374000,3931000,3783000,3760000,3846000
BAJA CALIFORNIA NORTE    ,TIJUANA        ,"32.5133536,-116.8775985,16",666,3744000,2023000,1825000,1902000,2364000,1965000,1758000,2147000,1867000,2007000,1539000,1526000
GUANAJUATO               ,LEON           ,"21.122175,-101.7222083,14",667,1924000,1080000,1269000,941000,1129000,1085000,1123000,1206000,1018000,982000,980000,1230000
JALISCO                  ,GUADALAJARA    ,"20.6144291,-103.4456886,13",668,5062000,3403000,3547000,3068000,3895000,2994000,3005000,3114000,2791000,2753000,2458000,2121000
SONORA                   ,CABORCA        ,"30.7141912,-112.1731608,14",669,3224000,2110000,1911000,2171000,2194000,1891000,1816000,1960000,1871000,1992000,1724000,1350000
ESTADO DE MEXICO         ,ECATEPEC DE MOR,"19.5904116,-99.0982697,12.25",670,3722000,2766000,2849000,2755000,3320000,2997000,2453000,3078000,2787000,2840000,2042000,2788000
JALISCO                  ,COCULA         ,"20.3661026,-103.8944113,13",671,4484000,3265000,2774000,2963000,3010000,2716000,2683000,2942000,2416000,2602000,2133000,2373000
OAXACA                   ,OAXACA         ,"17.0622443,-96.7291563,18",672,1929000,1486000,1239000,1336000,1654000,1372000,1202000,1471000,1207000,1277000,1121000,1286000
VERACRUZ                 ,ISLA           ,"18.0318192,-95.5463383,14.75",673,2265000,1706000,1719000,1723000,1899000,1649000,1274000,1667000,1622000,1433000,1582000,1749000
SONORA                   ,NAVOJOA        ,"27.0748895,-109.5260167,13",674,3418000,1364000,1116000,1094000,1595000,1186000,972000,1436000,1501000,1341000,1079000,813000
ESTADO DE MEXICO         ,TEPOTZOTLAN    ,"19.714422,-99.2419079,15",675,2172000,1602000,1322000,1450000,1623000,1480000,1291000,1549000,1263000,1379000,1126000,1439000
PUEBLA                   ,PUEBLA         ,"19.0251617,-98.35109,12",676,2813000,1821000,1815000,2101000,2649000,2050000,1698000,2182000,2102000,1873000,1586000,1844000
